cluster_0	3	RBCK1	RNF31	TFB2M
cluster_1	3	BAG6	GET4	UBL4A
cluster_2	3	FAN1	FANCD2	FANCI
cluster_3	3	CHUK	IKBKB	MACROD1
cluster_4	3	CTR9	PAF1	WDR61
cluster_5	4	NELFA	NELFB	NELFCD	NELFE
cluster_6	3	MIS18A	MIS18BP1	OIP5
cluster_7	3	BAZ1A	CHRAC1	SMARCA5
cluster_8	12	PSMA1	PSMA2	PSMA3	PSMA4	PSMA6	PSMA7	PSMB1	PSMB4	PSMB7	PSMB8	PSME4	PSMG2
cluster_9	3	KAT2A	TADA2A	TADA3
cluster_10	4	ACTR2	ACTR3	ARPC5	ARPC5L
cluster_11	12	EIF3A	EIF3CL	EIF3D	EIF3E	EIF3F	EIF3G	EIF3H	EIF3I	EIF3J	EIF3K	EIF3L	EIF3M
cluster_12	3	CAPZA1	CAPZB	PLEKHO2
cluster_13	4	EIF2S1	EIF2S2	EIF2S3	EIF5
cluster_14	11	LZTFL1	PSMA1	PSMA2	PSMA4	PSMA7	PSMB1	PSMB3	PSMB5	PSMB6	PSMB7	SLC44A2
cluster_15	3	FANCA	FANCF	RTN2
cluster_16	3	IRAK1	MYD88	PELI2
cluster_17	3	ANKRD44	PPP6C	PPP6R1
cluster_18	3	ARCN1	COPA	COPG1
cluster_19	3	MIS12	NSL1	NUF2
cluster_20	3	MTMR7	MTMR8	MTMR9
cluster_21	3	VPS26A	VPS26B	VPS29
cluster_22	12	APPBP2	BTBD1	BTBD2	COPS2	COPS3	COPS4	COPS5	COPS6	COPS7B	COPS8	GPS1	KLHL10
cluster_23	8	ARCN1	COPA	COPB1	COPB2	COPE	COPG1	COPZ1	COPZ2
cluster_24	4	ATG14	GALT	NRBF2	PIK3R4
cluster_25	3	ENAH	EVL	VASP
cluster_26	3	ETF1	GSPT1	GSPT2
cluster_27	3	LAS1L	NOL9	PELP1
cluster_28	3	MIOS	SESN2	WDR24
cluster_29	3	NUP133	NUP43	NUP85
cluster_30	3	PIH1D1	URI1	WDR92
cluster_31	3	C9orf72	SMCR8	WDR41
cluster_32	3	DDX6	LSM14A	PATL1
cluster_33	3	EMC3	EMC4	MMGT1
cluster_34	3	PSMA3	PSMC2	PSMC5
cluster_35	4	BLM	RMI1	RMI2	TOP3A
cluster_36	3	EXOC2	EXOC6	EXOC8
cluster_37	3	HERC2	NEURL4	USP16
cluster_38	3	PAFAH1B1	PAFAH1B2	PAFAH1B3
cluster_39	4	GNL3	RPL11	RPL23	RPL5
cluster_40	6	LIN37	LIN52	LIN54	LIN9	MYBL1	MYBL2
cluster_41	6	ARID2	DPF1	PHF10	SMARCB1	SMARCC2	SMARCD1
cluster_42	7	AKIRIN2	PSMA1	PSMA7	PSMB1	PSMB2	PSMB3	RITA1
cluster_43	9	CENPC	DSN1	MIS12	NSL1	NUF2	PMF1	SPC24	SPC25	ZWINT
