Graph,#PC,F1_CORUM,F1_ComplexPortal,MMR_CORUM,MMR_ComplexPortal
STRING,8000,0.4526376760635502,0.558218378611457,0.2348022368336928,0.2576937019893586
BioPlex,8000,0.3367142611155066,0.4845252421108898,0.1999986780879975,0.2687947970073818
HuRI,6793,0.2290982012213726,0.3115524255718005,0.139831988137375,0.1239706056572809
BioGRID,8000,0.2391811059598693,0.3468994545660123,0.1474085069684532,0.1918000488753907
ComPPI,8000,0.1808950897801141,0.2176084192560298,0.1463458225802024,0.1548631467184336
IntAct,8000,0.2216165711494483,0.2986558326831214,0.1669542453385228,0.1793245677030804
hu.MAP2,2788,0.4663838115111169,0.5841672376721379,0.2264164699130744,0.3079400516594046
