Graph,#PC,Acc_avg,MMR_avg,BestMatch_avg
STRING,2000,0.20063143311743836,0.13913764652701935,0.3725000552009784
BioPlex,2000,0.1739467389178227,0.1295956344684033,0.30616496237212687
HuRI,2000,0.0865699465565376,0.08914546541716405,0.2046201645295487
BioGRID,2000,0.1561887914095556,0.11256630092694661,0.2505698333233276
ComPPI,2000,0.12555667066166337,0.07826529398186635,0.15529228628227026
IntAct,2000,0.16957814194813525,0.10253932728999575,0.21857209696221036
hu.MAP2,2000,0.2220925015838379,0.2166181353775654,0.49335954230380263
