Graph,#PC,Acc_avg,MMR_avg,BestMatch_avg
STRING,2000,0.19616103844482674,0.13578587079369236,0.36960266600280456
BioPlex,2000,0.16144112324915433,0.12219124149640251,0.29281973791312227
HuRI,2000,0.08298193513604149,0.0865249471104612,0.1793846081073806
BioGRID,2000,0.1457326800145578,0.10636118622526083,0.247912546232534
ComPPI,2000,0.187453388022793,0.11795471189228235,0.24499743323708312
IntAct,2000,0.16437753506588287,0.09846802988089515,0.20983335850799015
hu.MAP2,1885,0.21224215357270884,0.20183126654568784,0.4835146312585712
