seed,op_cap,op_max_jaccard,n_out,mean_f1,mean_acc,mean_mmr,corum_f1,corum_acc,corum_mmr,cp_f1,cp_acc,cp_mmr,corum_n_gold,cp_n_gold,gold_snapshot,pool_file
42,417,0.5,417,0.04270105676631883,0.03587727224246404,0.018011034085470355,0.047103196681278846,0.037233060065296315,0.01771050109766173,0.038298916851358805,0.03452148441963176,0.018311567073278977,594,615,paper_v3,paper_v3/results/frozen_protocol/huri/v3_paperbench_huri_seed42_pool.tsv
43,417,0.5,417,0.04067739487651585,0.03366258536942083,0.016865374605891686,0.04696605486063534,0.03591716786784776,0.017200900425409126,0.03438873489239636,0.0314080028709939,0.016529848786374247,594,615,paper_v3,paper_v3/results/frozen_protocol/huri/v3_paperbench_huri_seed43_pool.tsv
44,417,0.5,417,0.04694981923678661,0.03589075051037312,0.018263580108008288,0.05510952964155374,0.038772222695639756,0.018682390653339435,0.03879010883201947,0.03300927832510647,0.01784476956267714,594,615,paper_v3,paper_v3/results/frozen_protocol/huri/v3_paperbench_huri_seed44_pool.tsv
