Graph,#PC,F1_CORUM,F1_ComplexPortal,MMR_CORUM,MMR_ComplexPortal
STRING,8000,0.4518029452572795,0.5568089521145272,0.2017720003568945,0.2421338845205769
BioPlex,8000,0.3536418820015344,0.4970804648284769,0.1686607524871628,0.255787804810392
HuRI,6800,0.2265934728253897,0.3105461737318091,0.0860755646903784,0.0843000801372134
BioGRID,8000,0.2420444834689358,0.3505646805540424,0.1120222359962036,0.1709244837882838
ComPPI,8000,0.3015837426698389,0.3210822771339296,0.1708174487166491,0.1778335752176226
IntAct,8000,0.2224974536546366,0.2990951297159267,0.1256067215661667,0.1529782536663758
hu.MAP2,2788,0.4663838115111169,0.5841672376721379,0.205132011081813,0.2982036670351363
