Graph,#PC,Acc_avg,MMR_avg,BestMatch_avg
STRING,2000,0.20037437459161683,0.1397025740551734,0.37236518067752833
BioPlex,2000,0.16702583998079423,0.1295121664553562,0.3179729848765037
HuRI,2000,0.09430921735965911,0.09551653601394886,0.2501472301993839
BioGRID,2000,0.1561887914095556,0.11256630092694661,0.2505698333233276
ComPPI,2000,0.12556895907379612,0.0782491766192291,0.15529228628227026
IntAct,2000,0.16957814194813525,0.10253932728999575,0.21857209696221036
hu.MAP2,2000,0.2220876958791715,0.2166181353775654,0.49335954230380263
