Graph,#PC,Acc_avg,MMR_avg,BestMatch_avg
STRING,2000,0.19857062008066106,0.1361242257635414,0.38630104181761354
HuRI,2000,0.08214501424148085,0.08442190625787505,0.17817088252216007
